Province,District,Recency District,Facility,DATIM Site Name,DATIM Org ID,Facility ID,Province Code,District Code,EHR Version,Activation Status,EHR Type,IP Address,Implementing Partner,Type,Ownership,Location,Level,Status
Masvingo,Gutu,Gutu,Nemashakwe Rural Health Centre,Nemashakwe - 101224 - Clinic,vJvZoHHCXoL,ZW080405,ZW08,,,,,192.168.10.1,OPHID/Kapinek,RHC,Government,Rural,Primary,Open
Masvingo,Zaka,Zaka,Nemauku Rural Health Centre,Nemauku - 101225 - Clinic,WGJRn7abY4N,ZW080703,ZW08,,,,,,,RHC,Rural Council,Rural,Primary,Open
Mashonaland Central,Mt Darwin,Mt Darwin,NEMBIRE,Nembire - 101226 - Clinic,iZ5hW3G3A2o,ZW020527,ZW02,,,,,192.168.10.1,ZIMTTECH,COUNCIL CLINIC,COUNCIL,Rural,Primary,Open
Manicaland,Buhera,Buhera,Nerutanga,Nerutanga - 101231 - Clinic,XXkxbdoBx3n,ZW010137,ZW01,,,,,,ZHI,RDC,Rural Council,Rural,Primary,Open
Masvingo,Mwenezi,Mwenezi,Neshuro District Hospital,Neshuro - 101232 - District Hospital,L1NXyIXr4Xi,ZW08060A,ZW08,,,,,,,District Hospital,Government,Rural,Secondary,Open
Matabeleland North,Nkayi,Nkayi,Nesigwe Clinic,Nesigwe - 101233 - Rural Health Centre,wdGaR1C8TeZ,ZW050526,ZW05,,,,,192.168.10.1,ZIMTTECH,RDC,Town/City Council,Rural,Primary,Open
Midlands,Mberengwa,Mberengwa,Neta Clinic,Neta Clinic,Tuja7aMuhP7,ZW070643,ZW07,,,,,192.168.10.1,ZHI,RDC,Rural Council,Rural,Primary,Open
Mash West,Sanyati,Sanyati,New Geja - 101235 - Rural Health Centre,New Geja - 101235 - Rural Health Centre,WKefwJWg7kW,ZW040604,ZW04,,,,,,ZIMTTECH,,,,,
Mashonaland West,Mhondoro,Mhondoro,Ngezi (mhondoro) Rural Hospital,Ngezi - 101251 - Rural Hosp,vUkB35RhitH,ZW04050A,ZW04,,,,,192.168.10.2,ZIMTTECH,Rural Hospital,Government,Rural,Primary,Open
Masvingo,Masvingo,Masvingo,Ngomahuru Rural Health Centre,Ngomahuru - 101253 - Rural Health Centre,O7ozICEgzWS,ZW080544,ZW08,,,,,192.168.10.1,OPHID/Kapinek,Clinic,Govt,Rural,Primary,Open
Masvingo,Chivi,Chivi,Ngundu Rural Health Centre,Ngundu - 101258 - Rural Health Centre,TEsXYdnUcfu,ZW080304,ZW08,,,,,10.39.21.3,OPHID/Kapinek,RHC,Government,Rural,Primary,Open
Midlands,Mberengwa,Mberengwa,Ngungumbane Clinic,Ngungumbane - 101259 - Clinic,HQMqEmIOVzv,ZW070636,ZW07,,,,,192.168.10.1,ZHI,RDC,Rural Council,Rural,Primary,Open
Matabeleland North,Nkayi,Nkayi,Ngwaladi,Ngwaladi - 101260 - Rural Hospital,hcb4xIy5tim,ZW050503,ZW05,,,,,,ZIMTTECH,,,,,
Mashonaland East,UMP,UMP,Nhakiwa Clinic,Nhakiwa - 101262 - Clinic,YYdg5pabQQ7,ZW030333,ZW03,,,,,192.168.10.1,ZIMTTECH,RDC,Rural Council,Rural,clinic,Active
Masvingo,Zaka,Zaka,Nhema Clinic,Nhema - 101268 - Clinic,JAnao9byjMH,ZW080735,ZW08,,,,,,,RHC,Rural Council,Rural,Primary,Open
Matabeleland South,Umzingwane,Umzingwane,Nhlangano Clinic,Nhlangano - 101269 - Clinic,tN6rOnRMwmB,ZW060629,ZW06,,,,,192.168.10.1,Ophid,RDC,Rural Council,Rural,,
Mashonaland East,Murewa,Murewa,Nhowe Mission Hospital,Nhowe - 101270 - Mission Hospital,KHym7Le7S6g,ZW03070C,ZW03,,,,,192.168.10.1,ZIMTTECH,Mission Hospital,Mission,Rural,Mission Hospital,Active
Matabeleland South,Gwanda,Gwanda,Nhwali RHC,Nhwali - 101271 - Rural Health Centre,CPy6XjJD08i,ZW060303,ZW06,,,,,,,RDC,Government,Rural,,
Midlands,Gokwe South,Gokwe South,Njelele clinic,Njelele - 101272 - Clinic,vXnel4MlOIT,ZW070318,ZW07,,,,,192.168.10.1,ZHI,RDC,Rural Council,Rural,Primary,
Bulawayo,Emakandeni,Bulawayo,Njube Clinic,Njube - 101273 - Clinic,UCKxgQFp862,ZW090A09,ZW09,,,,,30.30.27.3,Ophid,Clinic,Town/City Council,Urban,Primary,Open
Matabeleland South,Insiza,Insiza,Nkankezi Rural Health Centre,Nkankezi - 101274 - Rural Health Centre,gu6QjBK15Rz,ZW060405,ZW06,,,,,192.168.10.1,Ophid,RHC,Government,Rural,,
Matabeleland North,Nkayi,Nkayi,Nkayi District Hospital,Nkayi - 101275 - District Hospital,kqTqyIwwPWa,ZW05050A,ZW05,,,,,10.89.7.3,ZIMTTECH,District Hospital,Government,Rural,Secondary,Open
Bulawayo,Nkulumane,Bulawayo,Nketa Clinic,Nketa - 101276 - Clinic,gpJEjabIuP7,ZW090A17,ZW09,,,,,10.9.8.3,Ophid,Clinic,Town/City Council,Urban,Primary,Open
Bulawayo,Nkulumane,Bulawayo,Nkulumane Clinic,Nkulumane - 101278 - Clinic,Sv1eXLkWUya,ZW090A10,ZW09,,,,,10.9.9.7,Ophid,Clinic,Town/City Council,Urban,Primary,Open
Matabeleland North,Tsholotsho,Tsholotsho,Nkunzi Clinic,Nkunzi - 101280 - Rural Health Centre,VqQbNnmOqPo,ZW050630,ZW05,,,,,,ZIMTTECH,RHC,Town/City Council,Rural,Primary,Open
Mash West,Zvimba,Zvimba,North Middle Dyke Clinic,North & Middle Dyke - 101289 - Clinic,BcUcVswkQV9,ZW040789,ZW04,,,,,,ZIMTTECH,IDH,MINE,Peri-Urban,Primary,MINING
Bulawayo,Northern Surbubs,Bulawayo,Northern Suburbs Clinic,Northern Suburbs - 101290 - Clinic,en6HLtwW3sN,ZW090A18,ZW09,,,,,30.30.45.4,Ophid,Clinic,Town/City Council,Urban,Primary,Open
Mashonaland West,Chegutu,Chegutu,Norton Hospital,Norton - 101291 - Hospital,nhjrpXRP9Mk,ZW04010C,ZW04,,,,,,,Rural Hospital,Town/City Council,Urban,Secondary,Open
Matabeleland South,Umzingwane,Umzingwane,Nswazi Clinic,Nswazi - 101297 - Clinic,DD4GJqpcTRS,ZW060630,ZW06,,,,,10.84.28.3,Ophid,RDC,Rural Council,Rural,,
Matabeleland South,Bulilima,Bulilima,Nswazwi Rural Health Centre,Nswazwi - 101298 - Rural Health Centre,r3OGNRrJ82z,ZW060208,ZW06,,,,,192.168.10.1,Ophid,RHC,Government,Rural,,
Midlands,Gweru,Gweru,Ntabamhlope Rural Health Centre,Ntabamhlope - 101299 - Rural Health Centre,ZPOJK6AT4IP,ZW070406,ZW07,,,,,192.168.10.1,ZHI,RHC,Government,Rural,Primary,
Matabeleland North,Umguza,Umguza,Ntabazinduna Clinic,Ntabazinduna - 101300 - Clinic,Lkd1Xq1rMpo,ZW050729,ZW05,,,,,,ZIMTTECH,RDC,Town/City Council,Rural,Primary,Open
Midlands,Kwekwe,Kwekwe,Ntabeni Clinic,Ntabeni - 101301 - Clinic,h5siIA7lQfx,ZW070529,ZW07,,,,,,ZHI,RDC,Rural Council,Rural,Primary,
Matabeleland South,Gwanda,Gwanda,Ntalale Clinic,Ntalale - 101302 - Clinic,mm2j4nL6ha9,ZW060329,ZW06,,,,,192.168.10.1,Ophid,RDC,Rural Council,Rural,,
Matabeleland South,Umzingwane,Umzingwane,Ntshamathe Clinic,Ntshamathe - 101304 - Clinic,xKCmMnOpkq8,ZW060631,ZW06,,,,,192.168.10.1,Ophid,RDC,Rural Council,Rural,,
Mash West,Sanyati,Sanyati,Nyabango - 101306 - Rural Health Centre,Nyabango - 101306 - Rural Health Centre,hlG0wWOxyrP,ZW040605,ZW04,,,,,,ZIMTTECH,,,,,
Mashonaland West,Zvimba,Zvimba,Nyabira RDC Clinic,Nyabira RDC Clinic,RHcb8botGLq,ZW040746,ZW04,,,,,10.67.32.3,ZIMTTECH,RDC,Rural Council,Peri-Urban,Primary,RURAL
Manicaland,Mutare,Mutare,Nyagundi Clinic,Nyagundi - 101314 - Rural Health Centre,BtCysCBfnDp,ZW010511,ZW01,,,,,,,RHC,Government,Rural,Primary,Open
Masvingo,Chivi,Chivi,Nyahombe Rural Health Centre,Nyahombe - 101316 - Clinic,Wvse2gr2oTW,ZW080308,ZW08,,,,,192.168.10.1,OPHID/Kapinek,RHC,Government,Rural,Primary,Open
Manicaland,Makoni,Makoni,Nyahukwe Rural Health Centre,Nyahukwe - 101319 - Rural Health Centre,T663SER6C7W,ZW010419,ZW01,,,,,,,RHC,Government,Rural,Primary ,Open
Masvingo,Masvingo,Masvingo,Nyajena Rural Hospital,Nyajena - 101321 - Rural Hospital,RTubzXUovqL,ZW08050C,ZW08,,,,,192.168.10.1,OPHID/Kapinek,Hospital,Govt,Rural,Primary,Open
Mashonaland East,UMP,UMP,Nyakasoro Clinic,Nyakasoro - 101323 - Clinic,ZBSlEDqH1Qo,ZW030334,ZW03,,,,,192.168.10.1,ZIMTTECH,RDC,Rural Council,Rural,clinic,Active
Mashonaland Central,Mazowe,Mazowe,NYAKUDYA,Nyakudya - 101324 - Clinic,D6b5mpxVpws,ZW020402,ZW02,,,,,192.168.10.1,ZIMTTECH,RHC,Gvt,Rural,Secondary,Open
Masvingo,Zaka,Zaka,Nyakunhuwa Clinic,Nyakunhuwa - 101325 - Clinic,TnFsY7jz1e9,ZW080736,ZW08,,,,,192.168.10.1,OPHID/Kapinek,RHC,Rural Council,Rural,Primary,Open
Mashonaland West,Hurungwe,Hurungwe,Nyama clinic,Nyama - 101327 - Council,Krolm8Hf65t,ZW040236,ZW04,,,,,192.168.10.1,ZIMTTECH,RDC,Rural Council,Rural,Primary,Open
Midlands,Gweru,Gweru,Nyama Clinic,Nyama - 101326 - Clinic,aihGnf5U3JA,ZW070447,ZW07,,,,,192.168.10.1,ZHI,RDC,Rural Council,Rural,Primary,
Mashonaland Central,Mt Darwin,Mt Darwin,NYAMAHOBOGO,Nyamahobobo - 101328 - Clinic,dXCma1MqYIS,ZW020504,ZW02,,,,,192.168.10.1,ZIMTTECH,GOVERNMENT CLINIC,GOVERNMENT,Rural,Primary,Open
Mashonaland West,Hurungwe,Hurungwe,Nyamakate Clinic,Nyamakaze - 101329 - Clinic,YErstr7uJhc,ZW040228,ZW04,,,,,192.168.10.1,ZIMTTECH,RDC,Rural Council,Rural,Primary,Open
Masvingo,Masvingo,Masvingo,Nyamande Clinic,Nyamande - 101330 - Clinic,v5kcc0wO1Rj,ZW080542,ZW08,,,,,192.168.10.1,OPHID/Kapinek,RDC,Rural Council,Rural,clinic,Active
Matabeleland North,Umguza,Umguza,Nyamandlovu District Hospital,Nyamandlovu - 101332 - Hospital,KlK6kqKkceZ,ZW05070A,ZW05,,,,,10.89.28.3,ZIMTTECH,District Hospital,Government,Rural,Secondary,Open
Manicaland,Mutare,Mutare,Nyamazura Rural Health Centre,Nyamazura - 101342 - Rural Health Centre,Aw9meXkMQYK,ZW010512,ZW01,,,,,192.168.10.2,ZHI,RHC,Government,Rural,Primary,Open
Mashonaland Central,Mbire,Mbire,Nyambudzi Clinic,Nyambudzi - 101343 - Rural Health Centre,sYhGVMgX7PK,ZW020835,ZW02,,,,,192.168.10.1,ZIMTTECH,RHC,Rural Council,Rural,Primary,Open
Mashonaland East,Marondera,Marondera,Nyameni Council Clinic,Nyameni - 101344 - Clinic,zfgVw4bp8ku,ZW030562,ZW03,,,,,192.168.10.1,ZIMTTECH,RHC,Town/City Council,Urban,clinic,Active
Mash West ,Hurungwe,Hurungwe,Nyamhunga,Nyamhunga - 101348 - Council Clinic,Itle0p7dUtu,ZW040229,ZW04,,,,,,ZIMTTECH,,,,,
Midlands,Gokwe South,Gokwe South,Nyamhunga Clinic,Nyamhunga Council Clinic,vsfNclkyyix,ZW070337,ZW07,,,,,,ZHI,RDC,Rural Council,Rural,Primary,
Manicaland,Makoni,Makoni,Nyamidzi Clinic,Nyamidzi - 101350 - Clinic,onNuwP6Pfw4,ZW010431,ZW01,,,,,,,RDC,Rural Council,Rural,Primary ,Open
Matabeleland South,Insiza,Insiza,Nyamime Rural Health Centre,Nyamime - 101351 - Rural Health Centre,LAGfgfyUDwT,ZW060406,ZW06,,,,,192.168.10.1,Ophid,RHC,Government,Rural,,
Mashonaland East,Murewa,Murewa,Nyamutumbu Rural Health Centre,Nyamutumbu - 101358 - Clinic,kZhh1BmkC6d,ZW030728,ZW03,,,,,192.168.10.1,ZIMTTECH,RHC,Rural Council,Rural,clinic,Active
Masvingo,Chiredzi,Chiredzi,Nyangambe Rural Health Centre,Nyangambe - 101365 - Clinic,qvDZsNpDxFc,ZW080210,ZW08,,,,,192.168.10.1,OPHID/Kapinek,RHC,Government,Rural,Primary,Open
Mashonaland East,UMP,UMP,Nyanzou Clinic,Nyanzou - 101370 - Clinic,nNRTd83agCR,ZW030336,ZW03,,,,,192.168.10.1,ZIMTTECH,RDC,Rural Council,Rural,clinic,Active
Mash West,Sanyati,Sanyati,Nyaonde - 101371 - Rural Health Centre,Nyaonde - 101371 - Rural Health Centre,B7j2gqFqAt0,ZW040607,ZW04,,,,,,ZIMTTECH,,,,,
Manicaland,Buhera,Buhera,Nyashanu,Nyashanu - 101375 - Rural Hospital,O3Eqk96OQ4D,ZW01010D,ZW01,,,,,,ZHI,RHC,Government,Rural,Primary,Open
Manicaland,Makoni,Makoni,Nyazura Clinic,Nyazura -101854- Clinic,wHqZbOi222z,ZW010427,ZW01,,,,,,,RDC,Rural Council,Urban,Primary ,Open
Manicaland,Makoni,Makoni,Nyazura Mission Clinic,Nyazura - 101381 - Mission Clinic,VKhKIdCsAHA,ZW010491,ZW01,,,,,,,Mission Clinic,Mission,Rural,Primary ,Open
Masvingo,Gutu,Gutu,Nyazvidzi Clinic,Nyazvidzi - 101382 - Clinic,CSJhvKnvviY,ZW080431,ZW08,,,,,,,RHC,Rural Council,Rural,Primary,Open
Mashonaland East,Marondera,Marondera,Nyembanzvere Council Clinic,Nyembanzvere - 101383 - Clinic,Nrsc0aw1ptH,ZW030563,ZW03,,,,,192.168.1.10,ZIMTTECH,RHC,Rural Council,Rural,clinic,Active
Masvingo,Masvingo,Masvingo,Nyikavanhu Rural Health Centre,Nyikavanhu - 101386 - Rural Health Centre,EQMIsSwYCJE,ZW080507,ZW08,,,,,192.168.10.1,OPHID/Kapinek,Clinic,Govt,Rural,Primary,Open
Midlands,Kwekwe,Kwekwe,Nyoni Rural Health Centre,Nyoni - 101387 - Rural Health Centre,DFCkzGef5fF,ZW070505,ZW07,,,,,,ZHI,RHC,Government,Rural,Primary,
Manicaland,Mutare,Mutare,Nzvenga Clinic,Nzvenga - 101390 - Clinic,gzDYRQZm5rr,ZW010536,ZW01,,,,,192.168.10.2,ZHI,RHC,Rural Council,Rural,Primary,Open
Mashonaland Central,Mazowe,Mazowe,NZVIMBO,Nzvimbo - 101391 - Clinic,nwJAtSNTFBZ,ZW020432,ZW02,,,,,192.168.10.1,ZIMTTECH,RHC,Council,Rural,Primary,Open
Mash West,Makonde,Makonde,Obva RDC Clinic,Obva - 101393 - Clinic,xK8yU1HNvE4,ZW040427,ZW04,,,,,,ZIMTTECH,RDC,Rural Council,Rural,Primary,Open
Manicaland,Mutare,Mutare,Odzi Clinic,Odzi - 101395 - Rural Hospital,FTXaJPvQwkN,ZW010538,ZW01,,,,,192.168.10.1,ZHI,RDC,Rural Council,Rural,Primary,Open
Masvingo,Chiredzi,Chiredzi,Old Boli Rural Health Centre,Old Boli Rural Health Centre,oLYfhFAgFiM,ZW080212,ZW08,,,,,,,RHC,Government,Rural,Primary,Open
Manicaland,Mutasa,Mutasa,Old MutareMission Hospital,Old Mutare- 101397 - Mission Hospital,PscJCWrhzka,ZW01060C,ZW01,,,,,,,,,,,
Mashonaland West,Sanyati,Sanyati,Ordoff RDC Clinic,Ordoff - 101398 - Council Clinic,syAdkEdGSLS,ZW040623,ZW04,,,,,192.168.10.1,ZIMTTECH,RDC,Rural Council,Peri-Urban,Primary,Open
Mashonaland East,Seke,Seke,Overspill Clinic,Overspill - 101399 - Satellite Clinic,QTYLtlbWtEc,ZW030927,ZW03,,,,,10.79.39.10,ZIMTTECH,RHC,Town/City Council,Urban,clinic,Active
Mashonaland Central,Mt Darwin,Mt Darwin,PACHANZA,Pachanza - 101400 - Clinic,jqIsEfJhMfz,ZW020528,ZW02,,,,,192.168.10.1,ZIMTTECH,COUNCIL CLINIC,COUNCIL,Rural,Primary,Open
Mashonaland West,Chegutu,Chegutu,Padre Pio Poly Clinic,Padre Pio Poly Clinic,GROS5u0jUHX,ZW040189,ZW04,,,,,192.168.10.2,ZIMTTECH,Mission Clinic,Mission,Urban,Primary,Open
Masvingo,Chiredzi,Chiredzi,Pahlela Clinic,Pahlela - 101401 - Clinic,HeZbUZjnuhb,ZW080214,ZW08,,,,,,,RHC,Rural Council,Rural,Primary,Open
Manicaland,Chipinge,Chipinge,Paidamoyo Rural Health Centre,Paidamoyo - 101402 - Clinic,JrkEzV0EXrw,ZW010312,ZW01,,,,,192.168.10.2,ZHI,RHC,Government,Rural,Primary,Open
Mashonaland West,Sanyati,Sanyati,Patchway RDC Clinic,Patchway - 101408 - Mine Clinic,shA3RikpDNe,ZW040624,ZW04,,,,,192.168.10.1,ZIMTTECH,RDC,Rural Council,Peri-Urban,Primary,Open
Bulawayo,Nkulumane,Bulawayo,Pelandaba Clinic,Pelandaba - 101412 - Clinic,OnysnioygHR,ZW090A11,ZW09,,,,,10.9.10.3,Ophid,Clinic,Town/City Council,Urban,Primary,Open
Mashonaland Central,Mt Darwin,Mt Darwin,PFUNYANGUWO,Pfunyanguwo - 101414 - Clinic,eoHWqHUmH4z,ZW020505,ZW02,,,,,192.168.10.1,ZIMTTECH,GOVERNMENT CLINIC,GOVERNMENT,Rural,Primary,Open
Mashonaland West,Chegutu,Chegutu,Pfupajena Munic Clinic,Pfupajena - 101416 - Council Clinic,EASWD2odoBX,ZW040161,ZW04,,,,,,,RHC,Town/City Council,Urban,Primary,Open
Matabeleland South,Gwanda,Gwanda,Phakama Clinic,Pakama - 101403 - Clinic,zrlHTputbK4,ZW060362,ZW06,,,,,10.84.38.3,Ophid,RHC,Town/City Council,Urban,,
Matabeleland North,Tsholotsho,Tsholotsho,Phumula Mission Hospital,Pumula - 101433 - Mission Hospital,jlt9Wk07kKl,ZW05060C,ZW05,,,,,,ZIMTTECH,Mission Hospital,Mission,Rural,Secondary,Open
Matabeleland South,Mangwe,Mangwe,Plumtree District Hospital,Plumtree - 101417 - District Hospital,RFTwaeEoUqu,ZW06070A,ZW06,,,,,10.84.8.3,Ophid,District Hospital,Government,Urban,,
Masvingo,Chiredzi,Chiredzi,Porepore Clinic,Porepore - 101420 - Clinic,uQ25d2VfGtd,ZW080229,ZW08,,,,,,,RHC,Rural Council,Rural,Primary,Open
Mash West,Chegutu,Chegutu,Presbyterian Clinic,Presbyterian - 101428 - Clinic,wdwTQO6EGPW,ZW040185,ZW04,,,,,,ZIMTTECH,Mission Clinic,Mission,Rural,Primary,Open
Mash West,Makonde,Makonde,Presbyterian Private Clinic,Presbyterian - 101427 - Clinic,PC5r1PUipWG,ZW040482,ZW04,,,,,,ZIMTTECH,RHC,Private,Urban,Primary,Open
Bulawayo,Northern Surbubs,Bulawayo,Princess Margaret Clinic,Princess Margaret - 101429 - Clinic,sTQ6BFy94pp,ZW090A12,ZW09,,,,,192.168.1.3,Ophid,Clinic,Town/City Council,Urban,Primary,Open
Bulawayo,Emakandeni,Bulawayo,Pumula Clinic,Pumula - 101432 - Clinic,bTFUZdQpl2O,ZW090A13,ZW09,,,,,10.9.11.3,Ophid,Clinic,Town/City Council,Urban,Primary,Open
Bulawayo,Emakandeni,Bulawayo,Pumula South Clinic,Pumula South - 101434 - Clinic,zhkFyAbgMc2,ZW090A35,ZW09,,,,,192.168.1.3,Ophid,Clinic,Town/City Council,Urban,Primary,Open
Mashonaland West,Zvimba,Zvimba,Raffingora Rural Hospital,Raffingora - 101437 - Rural Hospital,Adrn5wepICh,ZW04070D,ZW04,,,,,,,Rural Hospital,Government,Peri-Urban,Primary,RURAL
Mashonaland East,Marondera,Marondera,Rakodzi Pvt Clinic,Rakodzi - 101439 - Clinic,SjtSjc51A3E,ZW030588,ZW03,,,,,,ZIMTTECH,RHC,Private,Rural,clinic,Active
Masvingo,Chivi,Chivi,Razi Rural Health Centre,Razi - 101444 - Rural Health Centre,n4tZ9FiLuGP,ZW080305,ZW08,,,,,192.168.10.1,OPHID/Kapinek,RHC,Government,Rural,Primary,Open
Midlands,Kwekwe,Kwekwe,Redcliff Clinic,Redcliff - 101446 - Clinic,lr8nRgvCs8m,ZW070559,ZW07,,,,,10.54.22.3,ZHI,RHC,Town/City Council,Urban,Primary,
Masvingo,Masvingo,Masvingo,Renco Mine Clinic,Renco - 101449 - Mine Clinic,qU8ZCeQVNaR,ZW080576,ZW08,,,,,192.168.10.1,OPHID/Kapinek,Clinic,Mine,Rural,Primary,Open
Manicaland,Chipinge,Chipinge,Rimbi Clinic,Rimbi - 101451 - Clinic,IAxIHwuKmli,ZW010335,ZW01,,,,,192.168.10.2,ZHI,RDC,Rural Council,Rural,Primary,Open
Mashonaland West,Sanyati,Sanyati,Rimuka MCH Municipal Clinic,Rimuka MCH Municipal Clinic,qEDMf2epK2V,ZW040637,ZW04,,,,,192.168.10.2,ZIMTTECH,RHC,Town/City Council,Urban,Primary,Open
Mashonaland West,Sanyati,Sanyati,Rimuka Municipal Clinic,Rimuka - 101452 - Clinic,IsQV9DqeQUB,ZW040361,ZW04,,,,,,,RHC,Town/City Council,Urban,Primary,Open
Midlands,Kwekwe,Kwekwe,Rio Tinto Clinic,Rio Tinto - 101455 - Mine Clinic,RIBxxUnvvQD,ZW070552,ZW07,,,,,192.168.10.1,ZHI,RHC,Mine,Urban,Primary,
Mashonaland Central,Mazowe,Mazowe,ROSA,Rosa - 101459 - Rural Hospital,UgkN2CKy5vw,ZW02040B,ZW02,,,,,10.71.11.10,ZIMTTECH,Rural Hospital,Gvt,Rural,Primary,Open
Manicaland,Mutare,Mutare,Rowa Clinic,Rowa - 101461 - Clinic,mMyO9i8yO9f,ZW010537,ZW01,,,,,192.168.10.2,ZHI,RHC,Rural Council,Rural,Primary,Open
Midlands,Gweru,Gweru,Rubi Clinic,Ruby - 101464 - Clinic,hRFRshSksyR,ZW070423,ZW07,,,,,192.168.10.1,ZHI,RDC,Rural Council,Rural,Primary,
Masvingo,Masvingo,Masvingo,Rujeko Clinic,Rujeko - 101468 - Clinic,wQ9HjnprvIf,ZW080582,ZW08,,,,,192.168.10.1,OPHID/Kapinek,Clinic,City Council,Urban,Primary,Open
Masvingo,Masvingo,Masvingo,Rukovo Clinic,Rukovo - 101470 - Clinic,epPROUCXfAX,ZW080532,ZW08,,,,,192.168.10.1,OPHID/Kapinek,Clinic,RDC,Rural,Primary,Open
Manicaland,Makoni,Makoni,Rukweza Clinic,Rukweza - 101471 - Clinic,eqUVN5CpzeZ,ZW010433,ZW01,,,,,,,RDC,Rural Council,Rural,Primary ,Open
Mash West,Makonde,Makonde,Runene RDCClinic,Runene - 101472 - Council Clinic,rpzMXRyqrJX,ZW040433,ZW04,,,,,,ZIMTTECH,,,,,
Masvingo,Masvingo,Masvingo,Runyararo Clinic,Runyararo - 101473 - Clinic,j0Sp4T1CCZR,ZW080583,ZW08,,,,,,,Clinic,City Council,Urban,Primary,Open
Masvingo,Chiredzi,Chiredzi,Rupangwana Clinic,Rapanguwana - 101442 - Clinic,uh35NSt2dAR,ZW080230,ZW08,,,,,192.168.10.1,OPHID/Kapinek,RHC,Rural Council,Rural,Primary,Open
Mashonaland East,Goromonzi,Goromonzi,Rusike Clinic,Rusike - 101479 - Clinic,CCpDmry9NxC,ZW030249,ZW03,,,,,192.168.10.1,ZIMTTECH,RDC,Rural Council,Rural,clinic,Active
Midlands,Kwekwe,Kwekwe,Rutendo Clinic,Rutendo - 101487 - Clinic,nCBpV7ktT9y,ZW070564,ZW07,,,,,,,RHC,Town/City Council,Urban,Primary,
Masvingo,Mwenezi,Mwenezi,Rutenga Clinic,Rutenga - 101488 - Clinic,KSeMcOy1Blg,ZW080606,ZW08,,,,,192.168.10.1,OPHID/Kapinek,RHC,Government,Rural,Primary,Open
Mashonaland East,Goromonzi,Goromonzi,Ruwa PolyClinic,Ruwa - 101494 - Poly Clinic,egbFP3Ii5TM,ZW030273,ZW03,,,,,192.168.0.10,ZIMTTECH,RDC,Rural Council,Peri-Urban,clinic,Active
Mashonaland East,Goromonzi,Goromonzi,Ruwa Rehab,Ruwa Rehabilitation - 101495 - Hospital,NsK79SSE0GY,ZW03020C,ZW03,,,,,10.79.13.250,ZIMTTECH,General Hospital,Government,Peri-Urban,Hospital,Active
Mash West,Chegutu,Chegutu,Rwizi Clinic,Rwizi - 101499 - Council Clinic,Migf18JdenY,ZW040129,ZW04,,,,,,ZIMTTECH,RDC,Rural Council,Rural,Primary,Open
Midlands,Gokwe South,Gokwe South,Sai Clinic,Sai - 101509 - Clinic,S2bq66BaqLc,ZW070338,ZW07,,,,,,ZHI,RDC,Rural Council,Rural,Primary,
Manicaland,MutareCity,Mutare,Sakubva Clinic,Sakubva Clinic,JmuNo1m3we4,ZW010564,ZW01,,,,,,,General Hospital,Town/City Council,Urban,Primary,Open
Manicaland,Mutare,Mutare,Sakubva District Hospital,Sakubva - 101510 - District Hospital,IVF9iD8sboV,ZW01050C,ZW01,,,,,192.168.10.2,ZHI,District Hospital,Government,Urban,Secondary,Open
Matabeleland North,Tsholotsho,Tsholotsho,Samahuru Mission Clinc,Samahuru - 101513 - Clinic,IBDCM3Pjxhj,ZW050633,ZW05,,,,,,ZIMTTECH,Mission Clinic,Mission,Rural,Primary,Open
Midlands,Kwekwe,Kwekwe,Samambwa,Samambwa - 101514 - Clinic,n8fSBgAncxp,ZW070530,ZW07,,,,,,ZHI,,,,,
Masvingo,Chiredzi,Chiredzi,Samu Rural Health Centre,Samu - 101518 - Clinic,YZNLtCPMaHT,ZW080213,ZW08,,,,,,,RHC,Government,Rural,Primary,Open
Matabeleland South,Insiza,Insiza,Sanale Rural Health Centre,Sanale - 101520 - Rural Health Centre,Adc2S4HRzAf,ZW060407,ZW06,,,,,192.168.10.1,Ophid,RHC,Government,Rural,,
Midlands,Mberengwa,Mberengwa,Sandawana Clinic,Sandawana - 101521 - Clinic,iSTR4XRC1dk,ZW070678,ZW07,,,,,192.168.10.1,ZHI,RHC,Mine,Rural,Primary,Open
Mashonaland Central,Mazowe,Mazowe,SANDRINGHAM,Sandringham Clinic,WaW7DWsJvpp,ZW020489,ZW02,,,,,,ZIMTTECH,HC,Council,Farming,Primary,Open
Mash West,Chegutu,Chegutu,Sandringham Clinic,Sandringham - 101522 - Mission Clinic,Bn9NTXkQnQd,ZW040148,ZW04,,,,,,ZIMTTECH,RDC,Rural Council,Rural,Primary,Open
Manicaland,Makoni,Makoni,Sangano Clinic,Sangano - 101523 - Clinic,YXs6Sw0yceC,ZW010447,ZW01,,,,,,,RDC,Rural Council,Rural,Primary ,Open
Matabeleland South,Matobo,Matobo,Sankonjane Rural Health Centre,Sankonjana - 101525 - Rural Health Centre,khHSytZaECG,ZW060502,ZW06,,,,,192.168.10.1,Ophid,RHC,Government,Rural,,
Mashonaland West,Sanyati,Sanyati,Sanyati Mission Hospital,Sanyati - 101527 - Mission Hospital,xDDGSZFaGY5,ZW04060C,ZW04,,,,,10.67.16.3,ZACC,Mission Hospital,Mission,Rural,Primary,Open
